Temperature (°C),Lemonade (Liters)
19.36350297118406,5.416224128355898
33.767857660247905,8.104067856816647
28.299848545285126,7.2058500973247765
24.966462104925917,5.499507963684738
13.900466011060914,4.170257258293427
13.899863008405067,4.458528887436887
11.452090304204987,4.529365083211755
31.654403644373378,7.571745619737852
25.02787529358022,6.10132825726945
27.70181444490114,6.78948436718796
10.51461235739506,4.06062353033005
34.247746304049855,8.513924815639815
30.811066020010543,7.39733310211859
15.308477766956905,4.818329269948059
14.545624180177516,4.457663610709523
14.585112746335845,4.901345044533614
17.60605607398844,4.6701846678590115
23.11891079080595,5.959951084862306
20.798625466052894,5.4636710166445
17.28072850495105,4.224388226924151
25.296322368059485,6.707324612144185
13.487346516301045,4.327996939350155
17.303616213380455,4.963279970997321
19.159046082342293,5.2145156497808856
21.4017496054259,5.072664550059972
29.62939903482534,7.215557145582388
14.991844553958995,4.327011652528414
22.85586096034029,5.6700335574572485
24.810364221551062,6.381429988477208
11.161260317999943,3.934277492007258
25.18862129753596,7.480817210112457
14.263103092182288,4.439909524852377
11.626289824631987,3.95403316028778
33.722138431333335,8.207204728383585
34.14080082686398,7.368774557723276
30.209933702911528,7.528729802857698
17.61534422933427,5.053183950837368
12.441802850159597,5.219981626274563
27.105825662803923,6.824984650170223
21.003812343490033,5.851536139864813
13.05095587111947,4.092835289371273
22.379422752781757,5.391545531746585
10.85971302788046,4.243354012833603
32.73301005196955,8.4225685267373
16.469499540000424,5.189415881521609
26.56305710884955,6.35791769437254
17.792776902235275,5.7599525359151045
23.00170052944527,5.399414574492914
23.66775698358199,6.526979943616534
14.621361388138176,5.519500090532624
34.239615694113965,7.8526549762574485
29.378320584027865,7.092515252004188
33.48747353910473,8.247320390364766
32.37068376069122,7.722398925080145
24.94749947027713,5.71416817852236
33.04685587557792,8.143652662518598
12.212312551297988,3.411310653396545
14.89957156047863,4.7167105274133165
11.130682222763452,3.266424327435789
18.133258269081608,5.901618856325092
19.71693224223705,5.0517598022792916
16.783725794347397,4.695714400766642
30.718437728798232,8.050446154444481
18.918833167339734,4.668334475250969
17.023362742184517,5.018402515738968
23.567402078956214,6.867051792932457
13.523105624369066,3.4008795075932
30.054924518850992,7.603301833036351
11.86376609199427,4.002694615523065
34.672173415012935,8.825346118891243
29.306119232416435,6.742748491044247
14.96789203835431,3.8333501011287234
10.13805292809006,3.7885813684264606
30.386535711370854,7.725799478890765
27.67143359619043,7.159533144411024
28.225179201024684,7.318259944953424
29.281758667148644,7.016339372640484
11.85111629335226,3.9863501072509537
18.961643213606813,5.438864879370703
12.896726488128243,3.7221695886124646
31.577585646889837,8.748404384950346
25.58245317068895,6.853407094593684
18.27245062131623,4.558838375661922
11.588958757150591,4.146068555747033
17.774558042891556,4.567570773464651
18.12958305066868,5.5194589120049615
28.240154458451602,7.727328681194023
25.93893678388033,6.277446197600211
32.18031856440817,8.417751777503794
21.805373129048732,6.067465089277996
12.989856148457543,4.509001309688753
27.831119680574876,8.01462042744195
29.019626215422434,7.181231185083052
24.031929939237408,5.929517905668737
29.274179498864026,6.910078684960044
22.344889909109767,5.561072839339234
23.06832073454985,6.075113292202919
20.68852545896374,5.80828107920107
10.63547816860238,3.7654410333854855
12.69728567483261,4.453048759484534
